id_str,from_user,text,created_at,time,geo_coordinates,user_lang,in_reply_to_user_id_str,in_reply_to_screen_name,from_user_id_str,in_reply_to_status_id_str,source,profile_image_url,user_followers_count,user_friends_count,user_location,status_url,entities_str
1333822580638281730,asimilyasch,@muneebazartaj Great job by Pakistan army,Tue Dec 01 17:17:39 +0000 2020,01/12/2020 17:17:39,,,1177242374302523392,muneebazartaj,1235863781864960001,1333818680199815172,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1326558186736914434/M6jQmjca_normal.jpg,69,327,Riyadh ????,http://twitter.com/asimilyasch/statuses/1333822580638281730,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""muneebazartaj"",""name"":""Dr Muneeba Khan"",""id"":1177242374302523400,""id_str"":""1177242374302523392"",""indices"":[0,14]}],""urls"":[]}"
1333822384852373504,IshtanVelic,TRUE STORY HIS BABY PICTURE - DICK CUT HER CUT IT OFF WITH AND WITHOUT A DICK - WHOLE BODY OF SHAMPOO - EVERY DAY PULL STRINGS A JOB OR JOBS - ABORTION - DRUGS - 11 INDIA DOLLAR STORE DOWN TTHE STREET - WE WORK SAVINGS - BEAMED - JANE TRETHWAY  - PAKISTAN - DOLLAR STORE STUFF 6,Tue Dec 01 17:16:52 +0000 2020,01/12/2020 17:16:52,,,,,1333201648303427585,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1333204863224844294/_RphJ7cn_normal.jpg,,,,http://twitter.com/IshtanVelic/statuses/1333822384852373504,"{""hashtags"":[],""symbols"":[],""user_mentions"":[],""urls"":[]}"
1333822202920259595,MujahidRashedPK,@BBCHARDtalk @stephensackur Good job stephen for ripping him apart..whole pakistan hates him and his courrpt master nawaz sharif,Tue Dec 01 17:16:09 +0000 2020,01/12/2020 17:16:09,,,19717082,BBCHARDtalk,138656887,1333753268632248322,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/524265563824996352/ogvycnUo_normal.jpeg,197,471,"Dubai, United Arab Emirates",http://twitter.com/MujahidRashedPK/statuses/1333822202920259595,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""BBCHARDtalk"",""name"":""BBC HARDtalk"",""id"":19717082,""id_str"":""19717082"",""indices"":[0,12]},{""screen_name"":""stephensackur"",""name"":""Stephen Sackur"",""id"":236453099,""id_str"":""236453099"",""indices"":[13,27]}],""urls"":[]}"
1333820777393582080,Nash9979,"@palkisu Only if Indian media had done their job &amp; covered the farmers protest sincerely, only if media had the courage to ask tough questions to GOI, only if media stopped obsessing with China &amp; Pakistan and focused more on our internal issues, maybe then we would have not seen this day.",Tue Dec 01 17:10:29 +0000 2020,01/12/2020 17:10:29,,,49923337,palkisu,24575170,1333681921927180289,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,6,68,,http://twitter.com/Nash9979/statuses/1333820777393582080,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""palkisu"",""name"":""Palki Sharma"",""id"":49923337,""id_str"":""49923337"",""indices"":[0,8]}],""urls"":[]}"
1333819778771922946,GQAbbasi,"RT @AzharRa90291313: Kainat Tariq from Azad Kashmir was student of NUML and was also doing job at Pakistan Red Crescent. She was brutally murdered by a senior staff member of Pakistan Red Crescent. We need media help for justice because murderer has strong contacts. 
#JusticeForKianat https://t.co/A1ZtQbZ2lS",Tue Dec 01 17:06:31 +0000 2020,01/12/2020 17:06:31,,,,,968142979,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",http://pbs.twimg.com/profile_images/1321423530429394946/MlMe03za_normal.jpg,1814,1650,,http://twitter.com/GQAbbasi/statuses/1333819778771922946,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""AzharRa90291313"",""name"":""Azhar Rasheed"",""id"":862176807516225500,""id_str"":""862176807516225536"",""indices"":[3,19]}],""urls"":[]}"
1333818517792165893,stevewalker26,@imnaveenulhaq Tu b kabhi aya hoga pakistan job karne sorry bheek mangne ????,Tue Dec 01 17:01:30 +0000 2020,01/12/2020 17:01:30,,,701444521243058177,imnaveenulhaq,1156509688344776704,1333736647167418368,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1333536106462269442/jL60x74X_normal.jpg,29,177,kolachi,http://twitter.com/stevewalker26/statuses/1333818517792165893,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""imnaveenulhaq"",""name"":""Naveen ul haq"",""id"":701444521243058200,""id_str"":""701444521243058177"",""indices"":[0,14]}],""urls"":[]}"
1333818192985284608,qamar4everyone,"RT @uzmakhanone1: Kainat Tariq from Azad Kashmir was student of NUML and was also doing job at Pakistan Red Crescent.Brutally murdered by a senior staff member of Pakistan Red Crescent. Request authorities to investigate the matter.
????? ???? ??????? ???? ?? ??? ? 
Shame Federal Govt
@HamidMirPAK https://t.co/grbafkP0HJ",Tue Dec 01 17:00:13 +0000 2020,01/12/2020 17:00:13,,,,,2421851833,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1327865400420392961/dEbR7C1N_normal.jpg,397,1425,,http://twitter.com/qamar4everyone/statuses/1333818192985284608,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""uzmakhanone1"",""name"":""Uzma ??????"",""id"":836301527350411300,""id_str"":""836301527350411265"",""indices"":[3,16]}],""urls"":[]}"
1333818065805402112,malimiher,"@rajawaseem1511 @BBCHARDtalk @stephensackur Dear @stephensackur you simply did your job, it does not take a Geniuse to figure out that PMLN are a bunch of thugs. And this so called one-man-army @rajawaseem1511 and his ilk are the reason why Pakistan is in trouble.",Tue Dec 01 16:59:42 +0000 2020,01/12/2020 16:59:42,,,2510454085,rajawaseem1511,791946339143684097,1333789295941808128,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1216340265700614145/J1k4Jm47_normal.jpg,45,139,"Karachi, Pakistan",http://twitter.com/malimiher/statuses/1333818065805402112,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""rajawaseem1511"",""name"":""RajaWaseem(OneManArmy)"",""id"":2510454085,""id_str"":""2510454085"",""indices"":[0,15]},{""screen_name"":""BBCHARDtalk"",""name"":""BBC HARDtalk"",""id"":19717082,""id_str"":""19717082"",""indices"":[16,28]},{""screen_name"":""stephensackur"",""name"":""Stephen Sackur"",""id"":236453099,""id_str"":""236453099"",""indices"":[29,43]},{""screen_name"":""stephensackur"",""name"":""Stephen Sackur"",""id"":236453099,""id_str"":""236453099"",""indices"":[49,63]},{""screen_name"":""rajawaseem1511"",""name"":""RajaWaseem(OneManArmy)"",""id"":2510454085,""id_str"":""2510454085"",""indices"":[194,209]}],""urls"":[]}"
1333817905071484929,Aamirrasheeed,@Grasmere14 @Xadeejournalist I already admitted that IK did a good job in hard talk. In contrary to dis I believe Ishaq Dar was expecting most of questions about financial performance of Pakistan but he was grilled on personal questions. Overall it wasn't so bad as being portrayed by PTI social media wing.,Tue Dec 01 16:59:04 +0000 2020,01/12/2020 16:59:04,,,1575037208,Grasmere14,2614109780,1333813699824521225,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1289979311357820929/MYWgzLJp_normal.jpg,2446,2352, North America,http://twitter.com/Aamirrasheeed/statuses/1333817905071484929,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""Grasmere14"",""name"":""coffee4"",""id"":1575037208,""id_str"":""1575037208"",""indices"":[0,11]},{""screen_name"":""Xadeejournalist"",""name"":""Mubashir Zaidi"",""id"":286613468,""id_str"":""286613468"",""indices"":[12,28]}],""urls"":[]}"
1333817788943790081,RanaRizwan01,"@stephensackur man amazing today you have roasted sharif's mafia.. All Pakistan salute you...

Excellent job. @BBCHARDtalk",Tue Dec 01 16:58:36 +0000 2020,01/12/2020 16:58:36,,,236453099,stephensackur,3942408077,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1240167100653715457/HA5LsQPe_normal.jpg,660,2472,United Arab Emirates,http://twitter.com/RanaRizwan01/statuses/1333817788943790081,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""stephensackur"",""name"":""Stephen Sackur"",""id"":236453099,""id_str"":""236453099"",""indices"":[0,14]},{""screen_name"":""BBCHARDtalk"",""name"":""BBC HARDtalk"",""id"":19717082,""id_str"":""19717082"",""indices"":[110,122]}],""urls"":[]}"
1333817501369643011,sajidpfazalloc1,"task 01/12/20 16:57
°word: exorcism. CLUE. Refugee Excuse Human Shield
°my britain government job search a/c @bhamcitycouncil Link https://t.co/JWBteO2zWc
°food! white Pakistan chapati
°Amazon @amazon eBay @eBay a/c
@KremlinRussia_E
@INTERPOL_HQ @FBI @CIA @WhiteHouse @Europarl_EN",Tue Dec 01 16:57:28 +0000 2020,01/12/2020 16:57:28,,,,,1044198788875911168,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1044200407860477952/n0wSXPOk_normal.jpg,23,367,21 B237QS birmingham England,http://twitter.com/sajidpfazalloc1/statuses/1333817501369643011,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""BhamCityCouncil"",""name"":""Bham City Council"",""id"":412425734,""id_str"":""412425734"",""indices"":[109,125]},{""screen_name"":""amazon"",""name"":""Amazon"",""id"":20793816,""id_str"":""20793816"",""indices"":[193,200]},{""screen_name"":""eBay"",""name"":""eBay"",""id"":19709040,""id_str"":""19709040"",""indices"":[206,211]},{""screen_name"":""KremlinRussia_E"",""name"":""President of Russia"",""id"":205622130,""id_str"":""205622130"",""indices"":[216,232]},{""screen_name"":""INTERPOL_HQ"",""name"":""INTERPOL"",""id"":50643002,""id_str"":""50643002"",""indices"":[233,245]},{""screen_name"":""FBI"",""name"":""FBI"",""id"":17629860,""id_str"":""17629860"",""indices"":[246,250]},{""screen_name"":""CIA"",""name"":""CIA"",""id"":2359926157,""id_str"":""2359926157"",""indices"":[251,255]},{""screen_name"":""WhiteHouse"",""name"":""The White House"",""id"":822215673812119600,""id_str"":""822215673812119553"",""indices"":[256,267]},{""screen_name"":""Europarl_EN"",""name"":""European Parliament"",""id"":36329597,""id_str"":""36329597"",""indices"":[268,280]}],""urls"":[{""url"":""https://t.co/JWBteO2zWc"",""expanded_url"":""https://www.gov.uk/sign-in-universal-credit"",""display_url"":""gov.uk/sign-in-univer…"",""indices"":[131,154]}]}"
1333817438983647233,saadsultan1310,@stephensackur @MIshaqDar50 @BBCHARDtalk @BBCWorld U did a great Job Stephen. This corrupt man along with his kids and Nawaz hv escaped 2 london after looting money frm pakistan. These corrupt people should be kicked out from UK and sent back 2 pak 2 face accountability. Shame on this liar and u did a great job exposing him!,Tue Dec 01 16:57:13 +0000 2020,01/12/2020 16:57:13,,,236453099,stephensackur,1271248836,1333720795542155264,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1066365054394789890/xt1i56DS_normal.jpg,11,264,,http://twitter.com/saadsultan1310/statuses/1333817438983647233,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""stephensackur"",""name"":""Stephen Sackur"",""id"":236453099,""id_str"":""236453099"",""indices"":[0,14]},{""screen_name"":""MIshaqDar50"",""name"":""Ishaq Dar"",""id"":1181998931888263200,""id_str"":""1181998931888263168"",""indices"":[15,27]},{""screen_name"":""BBCHARDtalk"",""name"":""BBC HARDtalk"",""id"":19717082,""id_str"":""19717082"",""indices"":[28,40]},{""screen_name"":""BBCWorld"",""name"":""BBC News (World)"",""id"":742143,""id_str"":""742143"",""indices"":[41,50]}],""urls"":[]}"
1333816743232499724,pakka_patwarii,"RT @ZobiaKhurshid: Kainat Tariq from Azad Kashmir was student of NUML and was also doing job at Pakistan Red Crescent.Brutally murdered by a senior staff member of Pakistan Red Crescent. Request authorities to investigate the matter.
#justice_for_kainat 
@AbrarUlHaqPK @ICTA_GoP @ICT_Police https://t.co/ZtMC2Aj4Og",Tue Dec 01 16:54:27 +0000 2020,01/12/2020 16:54:27,,,,,1219506544305373184,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1219521592046301184/B6p_0nEN_normal.jpg,612,1076,,http://twitter.com/pakka_patwarii/statuses/1333816743232499724,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""ZobiaKhurshid"",""name"":""?????? ??????? ????"",""id"":1049305458828300300,""id_str"":""1049305458828300289"",""indices"":[3,17]}],""urls"":[]}"
1333816652228485120,laswyguy,@HuXijin_GT Does China have any friends left in the world other than Pakistan and maybe Iran. Great job dear leader Xi.,Tue Dec 01 16:54:05 +0000 2020,01/12/2020 16:54:05,,,2775998016,HuXijin_GT,2259269120,1333775160491458561,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/947355494934487041/aLxhBr6B_normal.jpg,18,136,,http://twitter.com/laswyguy/statuses/1333816652228485120,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""HuXijin_GT"",""name"":""Hu Xijin ???"",""id"":2775998016,""id_str"":""2775998016"",""indices"":[0,11]}],""urls"":[]}"
1333814201354235927,Buland63784706,"@DigIslamabad @dcislamabad @ZiaQamar786 Good job done. Islamabad is capital of Pakistan and we should make it #beggarfreecity. Can you please publish a phone number, so that public can inform police if they see beggars?",Tue Dec 01 16:44:21 +0000 2020,01/12/2020 16:44:21,,,1198227727821803521,DigIslamabad,1244676074690285571,1333644041058197509,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1244677429018464258/pIr50_zp_normal.jpg,17,44,"Manchester, Riyadh, Islamabad",http://twitter.com/Buland63784706/statuses/1333814201354235927,"{""hashtags"":[{""text"":""beggarfreecity"",""indices"":[110,125]}],""symbols"":[],""user_mentions"":[{""screen_name"":""DigIslamabad"",""name"":""DIG Operations Islamabad"",""id"":1198227727821803500,""id_str"":""1198227727821803521"",""indices"":[0,13]},{""screen_name"":""dcislamabad"",""name"":""Deputy Commissioner Islamabad"",""id"":153032033,""id_str"":""153032033"",""indices"":[14,26]},{""screen_name"":""ZiaQamar786"",""name"":""M Zia Ul Qamar"",""id"":1943072514,""id_str"":""1943072514"",""indices"":[27,39]}],""urls"":[]}"
1333812830911524866,1EngineerSohail,"My dear siblings. please check my CV. Outdoor Governments give me job. I am engineer. My value is not available in Pakistan because I Christian. help us. 

Windrush Doggerland #TuesdayThoughts Toto Mazepin  Jamaica Stoffel Alisson North Pole Vandoorne Hulk Debenhams https://t.co/CK6jmUSHPp",Tue Dec 01 16:38:54 +0000 2020,01/12/2020 16:38:54,,,,,1317696303070142464,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1317698103173173248/sMNInSae_normal.jpg,3,46,,http://twitter.com/1EngineerSohail/statuses/1333812830911524866,"{""hashtags"":[{""text"":""TuesdayThoughts"",""indices"":[176,192]}],""symbols"":[],""user_mentions"":[],""urls"":[],""media"":[{""id"":1333812827367350300,""id_str"":""1333812827367350275"",""indices"":[267,290],""media_url"":""http://pbs.twimg.com/media/EoKnsxwXIAMl53d.jpg"",""media_url_https"":""https://pbs.twimg.com/media/EoKnsxwXIAMl53d.jpg"",""url"":""https://t.co/CK6jmUSHPp"",""display_url"":""pic.twitter.com/CK6jmUSHPp"",""expanded_url"":""https://twitter.com/1EngineerSohail/status/1333812830911524866/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""large"":{""w"":718,""h"":1060,""resize"":""fit""},""medium"":{""w"":718,""h"":1060,""resize"":""fit""},""small"":{""w"":461,""h"":680,""resize"":""fit""}}}]}"
1333812263556435968,ThinkingHearts,"@FATFNews @MarcusPleyer @Israelgov Without putting Pakistan in the blacklist, there is no point in sermonizing the world about Controls on Laundering &amp; Terror financing.

FATF has to do their job and show the world what it means to have terror as a state policy and put Pak in Blacklist.",Tue Dec 01 16:36:39 +0000 2020,01/12/2020 16:36:39,,,475630454,FATFNews,40677346,1333811051213844480,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1282528584146415619/YibVn1FG_normal.jpg,685,1787,My Recliner,http://twitter.com/ThinkingHearts/statuses/1333812263556435968,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""FATFNews"",""name"":""FATF"",""id"":475630454,""id_str"":""475630454"",""indices"":[0,9]},{""screen_name"":""MarcusPleyer"",""name"":""Marcus Pleyer"",""id"":1302345288330477600,""id_str"":""1302345288330477568"",""indices"":[10,23]},{""screen_name"":""Israelgov"",""name"":""gov.il"",""id"":41356420,""id_str"":""41356420"",""indices"":[24,34]}],""urls"":[]}"
1333811536574382081,MohammadMANSBH,"@stephensackur @MIshaqDar50 @BBCHARDtalk @BBCWorld Very good job Mr. Stephen, criminald like him need to be exposed, next time you can ask him a question ""He don't trust Judiciary or System in Pakistan and he have been part of Govts those have been ruling Pakistan for 30 years"" so that was the system these people created",Tue Dec 01 16:33:45 +0000 2020,01/12/2020 16:33:45,,,236453099,stephensackur,920786785,1333720795542155264,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1323150470186115076/OiNf6ULp_normal.jpg,1898,3418,????????????????????????,http://twitter.com/MohammadMANSBH/statuses/1333811536574382081,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""stephensackur"",""name"":""Stephen Sackur"",""id"":236453099,""id_str"":""236453099"",""indices"":[0,14]},{""screen_name"":""MIshaqDar50"",""name"":""Ishaq Dar"",""id"":1181998931888263200,""id_str"":""1181998931888263168"",""indices"":[15,27]},{""screen_name"":""BBCHARDtalk"",""name"":""BBC HARDtalk"",""id"":19717082,""id_str"":""19717082"",""indices"":[28,40]},{""screen_name"":""BBCWorld"",""name"":""BBC News (World)"",""id"":742143,""id_str"":""742143"",""indices"":[41,50]}],""urls"":[]}"
1333811220772745217,Muhamma93159097,RT @ahaidergilani86: “These four Gillani brothers carried the body of the selected govt on their shoulders and placed it at the intersection of Ghanta Ghar and then the people of Pakistan have started burying that from there.... Unbelievable Job done Hatsoff to all Organisers”.Forwarded msg https://t.co/w2MeE0TQtN,Tue Dec 01 16:32:30 +0000 2020,01/12/2020 16:32:30,,,,,1149374859203534848,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1149375240184709120/clTVDM2Z_normal.jpg,214,181,,http://twitter.com/Muhamma93159097/statuses/1333811220772745217,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""ahaidergilani86"",""name"":""Ali Haider Gilani"",""id"":748999022539599900,""id_str"":""748999022539599872"",""indices"":[3,19]}],""urls"":[]}"
1333811214485426176,DodalSahit0,RT @ahaidergilani86: “These four Gillani brothers carried the body of the selected govt on their shoulders and placed it at the intersection of Ghanta Ghar and then the people of Pakistan have started burying that from there.... Unbelievable Job done Hatsoff to all Organisers”.Forwarded msg https://t.co/w2MeE0TQtN,Tue Dec 01 16:32:29 +0000 2020,01/12/2020 16:32:29,,,,,1175007135442374662,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1321050961494900736/zuc7WJN1_normal.jpg,5355,701,"Khairpur, Pakistan",http://twitter.com/DodalSahit0/statuses/1333811214485426176,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""ahaidergilani86"",""name"":""Ali Haider Gilani"",""id"":748999022539599900,""id_str"":""748999022539599872"",""indices"":[3,19]}],""urls"":[]}"
1333811197410480134,Ch_344,"RT @ZobiaKhurshid: Kainat Tariq from Azad Kashmir was student of NUML and was also doing job at Pakistan Red Crescent.Brutally murdered by a senior staff member of Pakistan Red Crescent. Request authorities to investigate the matter.
#justice_for_kainat 
@AbrarUlHaqPK @ICTA_GoP @ICT_Police https://t.co/ZtMC2Aj4Og",Tue Dec 01 16:32:25 +0000 2020,01/12/2020 16:32:25,,,,,3259725127,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1298888195162157056/1PsANpwz_normal.jpg,1743,1382,"Punjab, Pakistan",http://twitter.com/Ch_344/statuses/1333811197410480134,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""ZobiaKhurshid"",""name"":""?????? ??????? ????"",""id"":1049305458828300300,""id_str"":""1049305458828300289"",""indices"":[3,17]}],""urls"":[]}"
1333811004182958080,MohammadMANSBH,"@BBCHARDtalk @stephensackur Very good job Mr. Stephen, criminald like him need to be exposed, next time you can ask him a question ""He don't trust Judiciary or System in Pakistan and he have been part of Govts those have been ruling Pakistan for 30 years"" so that was the system these people created",Tue Dec 01 16:31:39 +0000 2020,01/12/2020 16:31:39,,,19717082,BBCHARDtalk,920786785,1333753268632248322,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1323150470186115076/OiNf6ULp_normal.jpg,1898,3418,????????????????????????,http://twitter.com/MohammadMANSBH/statuses/1333811004182958080,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""BBCHARDtalk"",""name"":""BBC HARDtalk"",""id"":19717082,""id_str"":""19717082"",""indices"":[0,12]},{""screen_name"":""stephensackur"",""name"":""Stephen Sackur"",""id"":236453099,""id_str"":""236453099"",""indices"":[13,27]}],""urls"":[]}"
1333810830924681216,Rashid______7,"RT @ZobiaKhurshid: Kainat Tariq from Azad Kashmir was student of NUML and was also doing job at Pakistan Red Crescent.Brutally murdered by a senior staff member of Pakistan Red Crescent. Request authorities to investigate the matter.
#justice_for_kainat 
@AbrarUlHaqPK @ICTA_GoP @ICT_Police https://t.co/ZtMC2Aj4Og",Tue Dec 01 16:30:57 +0000 2020,01/12/2020 16:30:57,,,,,1294002453436866566,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1325132028010848256/5jLhB714_normal.jpg,768,1023,,http://twitter.com/Rashid______7/statuses/1333810830924681216,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""ZobiaKhurshid"",""name"":""?????? ??????? ????"",""id"":1049305458828300300,""id_str"":""1049305458828300289"",""indices"":[3,17]}],""urls"":[]}"
1333810807923240962,TopTrendsWatch,"Trending Topics in Pakistan on 01-Dec-20, 21:30:52

31 Golden
32 PM Imran
33 Politicians
34 Dubai
35 South Africa
36 Ertugrul
37 Journalists
38 Azerbaijan
39 England
40 Good Job",Tue Dec 01 16:30:52 +0000 2020,01/12/2020 16:30:52,,,,,124091966,,"<a href=""http://info-funia.com.pk"" rel=""nofollow"">KhuramKTS</a>",http://pbs.twimg.com/profile_images/1277854327684714496/ZK8TYxRE_normal.jpg,8079,3,Pakistan,http://twitter.com/TopTrendsWatch/statuses/1333810807923240962,"{""hashtags"":[],""symbols"":[],""user_mentions"":[],""urls"":[]}"
1333810769692135434,Bikaashmiri,"Kainat Tariq from Azad Kashmir was student of NUML and was also doing job at Pakistan Red Crescent. She was brutally murdered by a senior staff member of Pakistan Red Crescent. We need media help for justice because murderer has strong contacts. 
#justiceforkainat https://t.co/p9R8z5ZbrJ",Tue Dec 01 16:30:43 +0000 2020,01/12/2020 16:30:43,,,,,2844020136,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/869167765411700737/11vWY4FY_normal.jpg,32,120,Islamabad,http://twitter.com/Bikaashmiri/statuses/1333810769692135434,"{""hashtags"":[{""text"":""justiceforkainat"",""indices"":[247,264]}],""symbols"":[],""user_mentions"":[],""urls"":[],""media"":[{""id"":1333810761211256800,""id_str"":""1333810761211256833"",""indices"":[265,288],""media_url"":""http://pbs.twimg.com/media/EoKl0guXIAEPkat.jpg"",""media_url_https"":""https://pbs.twimg.com/media/EoKl0guXIAEPkat.jpg"",""url"":""https://t.co/p9R8z5ZbrJ"",""display_url"":""pic.twitter.com/p9R8z5ZbrJ"",""expanded_url"":""https://twitter.com/Bikaashmiri/status/1333810769692135434/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""large"":{""w"":720,""h"":955,""resize"":""fit""},""small"":{""w"":513,""h"":680,""resize"":""fit""},""medium"":{""w"":720,""h"":955,""resize"":""fit""}}}]}"
1333810683192938498,HamzaJa77612580,"Kainat Tariq from Azad Kashmir was student of NUML and was also doing job at Pakistan Red Crescent. She was brutally murdered by a senior staff member of Pakistan Red Crescent. We need media help for justice because murderer has strong contacts.
@a_siab 
@AfaSays 
@saira35082374 https://t.co/je3CzQHdyo",Tue Dec 01 16:30:22 +0000 2020,01/12/2020 16:30:22,,,,,1287388657477988353,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1287389641801453568/tHwF3_ap_normal.jpg,17,95,,http://twitter.com/HamzaJa77612580/statuses/1333810683192938498,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""a_siab"",""name"":""Afrasiab Khattak"",""id"":1265060760,""id_str"":""1265060760"",""indices"":[246,253]},{""screen_name"":""AfaSays"",""name"":""???"",""id"":767449895733194800,""id_str"":""767449895733194752"",""indices"":[255,263]},{""screen_name"":""saira35082374"",""name"":""Saira Noorzay"",""id"":1161017934623494100,""id_str"":""1161017934623494145"",""indices"":[265,279]}],""urls"":[],""media"":[{""id"":1333810669976772600,""id_str"":""1333810669976772608"",""indices"":[280,303],""media_url"":""http://pbs.twimg.com/media/EoKlvM2XYAALfiu.jpg"",""media_url_https"":""https://pbs.twimg.com/media/EoKlvM2XYAALfiu.jpg"",""url"":""https://t.co/je3CzQHdyo"",""display_url"":""pic.twitter.com/je3CzQHdyo"",""expanded_url"":""https://twitter.com/HamzaJa77612580/status/1333810683192938498/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""medium"":{""w"":720,""h"":955,""resize"":""fit""},""large"":{""w"":720,""h"":955,""resize"":""fit""},""small"":{""w"":513,""h"":680,""resize"":""fit""}}}]}"
